id	class	member	line	item	detail
1233	C9-OVERGENERALISATION-WORD	reg	31	never	*The kinds overlap: a correction is usually also a measurement, and a withdrawal usually cites prior art. The counts are of entries matching each pattern, not a partition.* *The Build 16 column is rec
1234	C9-OVERGENERALISATION-WORD	reg	83	never	**THE ORIGIN IS THE CLOSEST MEASURABLE DISTANCE TO ZERO, NOT ZERO — HYDROGEN ANCHORS BY PHYSICAL ARGUMENT.** *At the outset the origin was set not at zero but at the smallest non-zero step outward, be
1235	C9-OVERGENERALISATION-WORD	reg	239	never	**THE CLOSURE IS STRUCTURAL: BOTH CONSTRAINTS ARE PRESERVED UNDER JOIN AND MEET.** *Raising n never violates ℓ ≤ n−1; raising ℓ raises the capacity ceiling 2(2ℓ+1) so a raised k stays admissible; lowe
1236	C9-OVERGENERALISATION-WORD	reg	343	every configuration	**THE OCCUPIED CELLS FORM AN ORDER IDEAL OF Λ — DOWNWARD CLOSED WITHOUT EXCEPTION.** *For every occupied x and every admissible y ≤ x componentwise, y is also occupied: no violations across all 118 ce
1237	C9-OVERGENERALISATION-WORD	reg	347	never	**THE REALISED IDEAL IS ALL-OR-NOTHING BY COLUMN: 19 SATURATED, 6 EMPTY, NONE PARTIAL.** *Grouping admissible cells into columns indexed by (n,ℓ) of capacity 2(2ℓ+1): of the twenty-five columns, ninet
1238	C9-OVERGENERALISATION-WORD	reg	415	never	**THE YTTERBIUM OBSERVATION, WHICH STANDS INDEPENDENT OF THE INDEX.** *Ytterbium forms YbH₂ and YbH₃ under accessible conditions, adopts an FCC structure, is stable and commercially available — and a 
1239	C9-OVERGENERALISATION-WORD	reg	1107	never	**A TWENTIETH PRIME AUDIT, PROJECTION.** *Register 293's defect was invisible to all nineteen because FIDELITY checks that what is rendered matches its source, and the five sections were never rendere
1240	C9-OVERGENERALISATION-WORD	reg	1211	never	**THREE TIERS RESTORED AFTER TWO PROVED TOO FEW.** *And the author's bracket rule — presume the next from the law that generates the widths, never from the pattern they make — turns out to govern the 
1241	C9-OVERGENERALISATION-WORD	reg	1239	never	**ASKED WHAT THE BOOK CAN DETERMINE BEFORE AN INPUT IS GIVEN: THE CELLS ARE NAMED AND UNOCCUPIED, AND THE TOTAL IS A READOUT THE PRESS PRINTS AT EVERY BUILD — 47 AT THE TIME OF WRITING, HAVING BEEN 55
1242	C9-OVERGENERALISATION-WORD	reg	1311	never	**PAST, PRESENT AND FUTURE.** *Treated as free the three parts overcount by 130%;* **the balance holds at every two-sided cut, not only at q.** *The future is never a value, and for each present every
1243	C9-OVERGENERALISATION-WORD	reg	1343	never	**§4.3 — CLAIMED COMPLETION THAT HAD NOT HAPPENED.** *Three promises written as kept in the pass that failed to keep them; three Q items described as entered and never entered. Two instances, and the 
1244	C9-OVERGENERALISATION-WORD	reg	1379	never	**ITEM M IS WITHDRAWN RATHER THAN CLOSED.** *It asked for E(G) = 33 to be* *resolved**, meaning driven to zero, and register 370 shows the count was never the thing to assert — it moves whenever the b
1245	C9-OVERGENERALISATION-WORD	reg	1383	never	**E(Q) WAS MAKING F.3.3's MISTAKE ONE APPENDIX EARLIER.** *Stated as nought fibred and one unfibred, it is 4 unfibred on the table as it now stands — moved by items O and K closing and item M being re
1246	C9-OVERGENERALISATION-WORD	reg	1399	never	**THE AUDIT COORDINATES PRINTED, AND THE LAST FIGURE §2.21 COULD NOT REACH IS NOW COMPUTED.** *E(audits), then 17, and dim(hierarchy) = 2 were asserted from four values per audit that* **the book neve
1247	C9-OVERGENERALISATION-WORD	reg	1403	never	**I NEARLY WITHDREW A CORRECT CLAIM ON TWO FAILING INSTRUMENTS.** *§3.8 asserts dim(hierarchy) = 2 from precedences the book did not print, so I set out to print them and test it. A hand-built orienta
1248	C9-OVERGENERALISATION-WORD	reg	1411	never	**A TWENTY-FIRST PRIME AUDIT, INPUT, DEFINED AT §3.7.1 AND RETAINED** *: every stated result must print the data it was computed from. Registers 376 and 377 found the same defect twice in two turns — 
1249	C9-OVERGENERALISATION-WORD	reg	1435	never	**EVERY APPENDIX AUDITED AGAINST THE CURRENT BOOK, AND ONE ROW WAS MISSING.** *All six resolve cleanly — 96 section references, 103 appendix references and 13 chapter references, none unresolved — and
1250	C9-OVERGENERALISATION-WORD	reg	1455	always	**THE MEASUREMENT FIBRE'S TOP CELL OCCUPIED AT §6.2.1, AND THE RECOMPUTATION IS A RESULT.** *§6.2 reported E = 9 on the measured nuclide chart at one cutoff; moving the cutoff four times gives 6, 8, 9
1251	C9-OVERGENERALISATION-WORD	reg	1475	never	**THE BOOK'S CAP CONVENTION WAS IN FORCE FROM THE FIRST PAGE AND NEVER STATED.** *84 paragraphs carry a cap-dependent figure and* **69 of them name no cap — 82% relying on a rule that was not written 
1252	C9-OVERGENERALISATION-WORD	reg	1479	always	**ASKED WHAT REMAINS, AND THE ANSWER PUT TO THE INDICES RATHER THAN TO THE AUTHOR.** *Forty-three cells stand admitted and absent across the four — E(Λ) = 0, E(audits) = 16, E(G) = 19, E(Q) = 5, E(D) 
1253	C9-OVERGENERALISATION-WORD	reg	1487	never	**Λ IS NOT THE CLEAN CONTROL.** *Audited from outside against Condon–Shortley and Racah, seven of thirteen letters are conflated,* *q* *is ungrounded and one quantity is read and never indexed. No com
1254	C9-OVERGENERALISATION-WORD	reg	1535	never	**§18.6.1 GAINS A FIFTH INDEX AND §16.7.1 A THIRD VERDICT.** *The bibliography, indexed on era, ρ, access and depth of entry, holds 22 sources over 7 cells with E = 6 —* **the only non-zero prediction
1255	C9-OVERGENERALISATION-WORD	reg	1555	never	**THE REGISTER IS AN INDEX AND IT CLOSES AT E = 6.** *248 entries over 33 cells in a box of 48, density 68.8% — the densest object here after the periodic table. And ℛ, given the cells and none of the
1256	C9-OVERGENERALISATION-WORD	reg	1591	never	**§32.6's CONDITION 1 IS NAMED E(book) > 0 AND TESTS REFERENCE INTEGRITY.** *It found the missing Chapter 30 and has never evaluated E. Separated here.*
1257	C9-OVERGENERALISATION-WORD	reg	1603	never	**THE THESIS RESTATED AFTER SCRUTINY.** *Cannot help containing* *was exact for six of the nine mechanisms and conditional for three — S2 needs a tree, D1 an outside measurement, D2 a second derivatio
1258	C9-OVERGENERALISATION-WORD	reg	1655	at every cap	**Λ IMPOSES NO ELECTROMAGNETIC CONSTRAINT.** *Its image on (multipole, ΔS) is the complete rectangle at every cap tested, so E = 0 there is register 333's vacuous zero.* **576 Λ₉ cells are E1 transiti
1259	C9-OVERGENERALISATION-WORD	reg	1663	never	**THE THREE MEASURES ARE ONE QUANTITY BECAUSE THE THREE OBJECTS ARE ONE SHAPE.** *§27.2 proved the first and never said why. [x∧y, x∨y] between cells, [min, max] output rank between states, [T(n−1), T
1260	C9-OVERGENERALISATION-WORD	reg	1747	never	**THE CYCLE HAS AN EXPRESSION AND THE EXPRESSION HAS A FALSIFIER.** *X_{n+1} = ℛ(X_n ∪ Δ_n), halting when Δ_n ⊆ ℛ(X_n) — fill to the limit, take in what is not held, close again, stop when the increme
1261	C9-OVERGENERALISATION-WORD	reg	1751	always	**THERE ARE TWO PAIRWISE OPERATORS IN THIS BOOK AND IT HAS USED ONE NAME FOR BOTH.** *2-wise closure admits a cell when every pair appears in the projection; ℛ admits it when the monotone envelope all
1262	C9-OVERGENERALISATION-WORD	reg	1759	never	**THE THREE EXCLUDED FORMS ARE EXCLUDED BY MONOTONICITY, NOT BY PAIRWISE STRUCTURE.** *A congruence is perfectly representable by pairwise projections and not by monotone envelopes, so §12.11.2's refu
1263	C9-OVERGENERALISATION-WORD	reg	1823	never	**THREE OBSTRUCTIONS, ONE LANGUAGE ERROR.** *The violation index prints a cell count and withholds its edge list; the coupling schemes print four counts and withhold the convention; the collection pri
1264	C9-OVERGENERALISATION-WORD	reg	1827	never	**THE THREE-BODY SHORTFALL IS EXACTLY ONE LEVEL.** *ℛ reaches pairwise consistency; a K₃ of treewidth 2 requires strong 3-consistency.* **Pairs, plus one thing pairs cannot carry** *— and this book ha
1265	C9-OVERGENERALISATION-WORD	reg	1851	in every case	**THE SEED FORMULA PREDICTS TO WITHIN ONE, AND ONLY ONE OF THE FOUR TESTS IS REAL.** *Predicting d + (largest alphabet − 1):* **the audit index, rebuilt from this book's own table, hits exactly at sev
1266	C9-OVERGENERALISATION-WORD	reg	1855	never	**THE SEED FORMULA IS EXACT FOR COUNTING AXES AND FAILS FOR COUPLING AXES.** *Predicted against measured up the tower:* **11, 12, 13 exact** *at d = 8, 9, 10 — two of them at dimensions it was never f
1267	C9-OVERGENERALISATION-WORD	reg	1863	never	**EIGHTEEN POINTS GIVE AN EXPRESSION, AND IT IS ADDITIVE.** *Sweeping parent count against alphabet on one base:* **at p = 2 the seed cost is exactly a + 4* **, on five distinct alphabets with no resi
1268	C9-OVERGENERALISATION-WORD	reg	1887	never	**REGISTERS 497, 498, 499, 500 AND 502 ARE WITHDRAWN.** *Under greedy set cover a two-parent axis costs* **one or two cells, the same as a one-parent axis* **, where prune-greedy reported seven to ele
1269	C9-OVERGENERALISATION-WORD	reg	1927	never	**INDEXING THE PROTOCOLS FOUND THAT §2.24 WAS ALREADY §2.8.** *Twenty-four protocols occupy nineteen distinct cells in four coordinates — trigger, object, failure, and how each was earned — and* **§2.
1270	C9-OVERGENERALISATION-WORD	reg	1951	never	**THE SEED OF THE MATHEMATICS NEVER MOVED, AND NINETEEN CYCLES OF REPORTING SAID IT DID.** *Measured:* **14 generators over 176 objects** *at cycle 23, against* **14 over 152** *at cycle 4 — the seed 
1271	C9-OVERGENERALISATION-WORD	reg	1979	never	**AND I NEARLY RECORDED A FALSE ERROR AGAINST B.hstar.** *Testing whether h∗ = √(2β/(αy″)) minimises αw + βV, I* **assumed** *w linear and V inverse-square, got a cube root, and had the makings of a c
1272	C9-OVERGENERALISATION-WORD	reg	1999	never	**FIVE MODULAR OBJECTS WERE CITED AND NEVER CHECKED, AND CHECKING THEM WAS A SEARCH.** *Reeh–Schlieder, Tomita–Takesaki, Takesaki duality with its trace scaling and uniqueness, the semifinite/type III
1273	C9-OVERGENERALISATION-WORD	reg	2051	never	**E = 0 IS RELATIVE TO COORDINATES, AND A THEOREM SAYS SO.** *Any X with |X| = a·b relabels onto an a × b rectangle, which is a full box and therefore closed —* **so every index whose cell count is co
1274	C9-OVERGENERALISATION-WORD	reg	2131	never	**ρ IS A PROPERTY OF (DOCUMENT, ROUTE), AND §19 COLLAPSED THE SECOND INDEX INTO A COUNT.** *The coordinate is printed one section later at §19.6 step 2 — primary, preprint, review, compilation, citing
1275	C9-OVERGENERALISATION-WORD	reg	2215	never	**CONJUNCTIVE BODIES ARE THE FORM T §8.2 PRINTS, AND ADDING THEM DOES NOT IMPROVE ON 29.** *§8.2 gives NEC ≥ 3 ∧ X = 0 → U ≥ 1 — a conjunctive body at arity 3 — where the search had disjunctive heads 
1276	C9-OVERGENERALISATION-WORD	reg	2231	at every cap	**WITHDRAWN — NO CELL OF THE SEED IS NECESSARY, AND §14.5.7 WAS RIGHT.** *Across 140 sampled seeds four cells appear in all 140; tested directly — is any envelope element covered by exactly ONE cell? 
1277	C9-OVERGENERALISATION-WORD	reg	2299	never	**THE REPAIR IS TO TEST WHAT A SECOND IMPLEMENTATION CANNOT.** *A criterion cannot be checked by restating it. What can be checked without restating it is* **monotonicity** *— adding a name or a check
1278	C9-OVERGENERALISATION-WORD	reg	2311	never	**No SINGLE-RULE EDIT TOUCHES THE NEC INTERIOR, AND THE REASON IS A MISSING THRESHOLD.** *All 47 edits to the seventeen rules — removal, and every body or head threshold shifted by one —* **move only 
